zone_id,zone_name,top_police_station,top_junction,top_location,predicted_next_day_violations,predicted_risk_score,predicted_risk_band,recommended_action,manpower_estimate,time_window_to_watch
ZONE_424,Srinivagilu Main Road / Adugodi Zone,Adugodi,No Junction,"Srinivagilu Main Road, Rajendra Nagar, Koramangala, Bengaluru, Karnataka. Pin-560047 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_425,Somasundarapalya Main Road / HSR Layout Zone,HSR Layout,No Junction,"Somasundarapalya Main Road, Haralukunte Village, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_426,MK Puttalingaiah Main Road / Devegowda Petrol Bunk Zone,Banashankari,BTP158 - Devegowda Petrol Bunk,"MK Puttalingaiah Main Road, BT Somanna Circle, Padmanabhanagar, Bengaluru, Karnataka. Pin-560070 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_427,Thanisandra Main Road / Hennuru Zone,Hennuru,No Junction,"Thanisandra Main Road, Orchid Piccadilly, Chokkanahalli, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_428,1st Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"1st Main Road, Arvind Orchards, Defence Colony, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_429,"Dr Rajkumar Puniya Bhoomi Road / 15th Cross, 35th Main, JP Nagar Zone",J.P. Nagar,"BTP161 - 15th Cross, 35th Main, JP Nagar","Dr Rajkumar Puniya Bhoomi Road, Sarakki Extension, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_430,7th Cross Road / Madiwala Zone,Madiwala,No Junction,"7th Cross Road, Bildens Swarganga, Jakkasandra, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_431,5th Main Road / Banaswadi Zone,Banaswadi,No Junction,"5th Main Road, B Channasandra, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_432,11th Main Road / Electronic City Zone,Electronic City,No Junction,"11th Main Road, Filor House, AECS Layout A Block, Kudlu, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_433,"13th Cross Road / NPS, Vijayanagar Zone",Magadi Road,"BTP024 - NPS, Vijayanagar","13th Cross Road, SR Dinne, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_435,"2nd Main Road / New Diagonal Road, Jayanagar Zone",Jayanagara,"BTP189 - New Diagonal Road, Jayanagar","2nd Main Road, Block 7, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_436,BDA 80 Feet Road / Hulimavu Zone,Hulimavu,No Junction,"BDA 80 Feet Road, Jagdish Circle, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_437,KV Jairam Road / Hebbala Zone,Hebbala,No Junction,"KV Jairam Road, Kempegowda Circle, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_438,Huskur Main Road / Electronic City Zone,Electronic City,No Junction,"Huskur Main Road, Inspira Tropical Garden, Gulimangala, Bengaluru, Karnataka. Pin-560099 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_439,Shile Havamana Road / Kodigehalli Zone,Kodigehalli,No Junction,"Shile Havamana Road, Mahalakshmi, Dasappa Layout, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_440,3rd Main Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"3rd Main Road, Block 11, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_441,1st Cross Road / Peenya Zone,Peenya,No Junction,"1st Cross Road, Peenya SRS, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_442,80 Feet Road / K.G. Halli Zone,K.G. Halli,No Junction,"80 Feet Road, Siddappa Reddy Circle, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_443,11th Main Road / Malleshwaram Zone,Malleshwaram,No Junction,"11th Main Road, Kasturi Dham Apartment, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_444,2nd Cross Road / Electronic City Zone,Electronic City,No Junction,"2nd Cross Road, KSSIDC Complex, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_445,Bellary Road / Yelahanka Zone,Yelahanka,No Junction,"Bellary Road, Embassy Business Hub, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_446,"Mysore Road / Police Quarters, Sultan Road Zone",Chamarajpet,"BTP089 - Police Quarters, Sultan Road","Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_447,HAL Airport Road / HAL Old Airport Zone,HAL Old Airport,No Junction,"HAL Airport Road, Sanjay Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_448,Sir M Vishveshwarya Circle / Jalahalli Zone,Jalahalli,No Junction,"Sir M Vishveshwarya Circle, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_449,Nagarabhavi Main Road / Byatarayanapura Zone,Byatarayanapura,No Junction,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_450,Padmasri CK Venkata Ramaiah Road / Sadashivanagar Zone,Sadashivanagar,No Junction,"Padmasri CK Venkata Ramaiah Road, ITI Layout, AGS Layout, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_451,MBT Road / Hennuru Zone,Hennuru,No Junction,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_452,Dr Rajgopal Road / Kodigehalli Zone,Kodigehalli,No Junction,"Dr Rajgopal Road, GMR Layout, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_453,1st Main Road / Peenya Zone,Peenya,No Junction,"1st Main Road, Nelagedhrahalli Circle, Nalagadderanahalli, Bengaluru, Karnataka. Pin-560073 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_455,Wind Tunnel Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Wind Tunnel Road, Golf View Campus, Murugeshpalya, Bengaluru, Karnataka. Pin-560017 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_456,Shree Nivasa Nagara Kempu Gouda Road / Vijayanagara Zone,Vijayanagara,No Junction,"Shree Nivasa Nagara Kempu Gouda Road, Shrishylanagar, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_457,Manipal County Road / Electronic City Zone,Electronic City,No Junction,"Manipal County Road, Divya Jyothi Royal County, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_458,10th Main Road / Basavanagudi Zone,Basavanagudi,No Junction,"10th Main Road, Mount Joy Extension, Hanumantha Nagar, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_459,17th Cross Road / HSR Layout Zone,HSR Layout,No Junction,"17th Cross Road, Vanganahalli, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_460,60 Feet Road / Jnanabharathi Zone,Jnanabharathi,No Junction,"60 Feet Road, Sri Maregowda Circle, Gidadakonenahalli, Bengaluru, Karnataka. Pin-560091 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_461,Link Road / Jeevanbheemanagar Zone,Jeevanbheemanagar,No Junction,"Link Road, Defence Colony, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_462,Chunchaghatta Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Chunchaghatta Main Road, KC Circle, Chunchgatta, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_463,Cargo Road / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Cargo Road, Arisinakunte, Bengaluru, Karnataka. Pin-560300 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_464,Hennur Main Road / Hennuru Zone,Hennuru,No Junction,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_465,30th Cross Road / Devegowda Petrol Bunk Zone,Banashankari,BTP158 - Devegowda Petrol Bunk,"30th Cross Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_466,Krishna Rao Sindya Road / Vasavi Circle Zone,V.V.Puram (C.Pet),BTP193 - Vasavi Circle,"Krishna Rao Sindya Road, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_467,BTS Main Road / Mico Bande Zone,Wilson Garden,BTP134 - Mico Bande,"BTS Main Road, Wilson Vintage, Shamanna Garden, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_468,Model Road / Kengeri Zone,Kengeri,No Junction,"Model Road, Krishnappa Block, BEML Layout Stage 3, Rajarajeshwari Nagar, Bengaluru, Karnataka. Pin-560098 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_469,Shankara Mutt Road / Vanivillas Zone,V.V.Puram (C.Pet),BTP215 - Vanivillas Junction,"Shankara Mutt Road, Sankarapuram, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_470,Sir CV Raman Road / Sadashivanagar Zone,Sadashivanagar,No Junction,"Sir CV Raman Road, Sadashivanagar Junction, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_471,Kodigehalli Road / Kodigehalli Zone,Kodigehalli,No Junction,"Kodigehalli Road, AVR Layout, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_472,Kodigehalli Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"Kodigehalli Main Road, Maruthi Nagar, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_473,Whitefield Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Road, Embassy East Avenue, EPIP Zone Phase 1, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_474,SH 87 / Thalagattapura Zone,Thalagattapura,No Junction,"SH 87, Royal Hermitage Layout, Weavers Colony, Bengaluru, Karnataka. Pin-560083 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_514,Sankey Road / Sadashivanagar Zone,Sadashivanagar,No Junction,"Sankey Road, Mahalakshmi Mandir Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_492,Sri Lakshmi Venkateshwara Swamy Temple Road / HSR Layout Zone,HSR Layout,No Junction,"Sri Lakshmi Venkateshwara Swamy Temple Road, Gollarapalya, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_165,HMT Main Road / Jalahalli Zone,Jalahalli,No Junction,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_167,Commissariat Road / Ashok Nagar Zone,Ashok Nagar,No Junction,"Commissariat Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_493,Yelahanka New Town Main Road / Yelahanka Zone,Yelahanka,No Junction,"Yelahanka New Town Main Road, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_174,Dr Rajkumar Puniya Bhoomi Road / Delmia Circle Zone,J.P. Nagar,BTP222 - Delmia Circle,"Dr Rajkumar Puniya Bhoomi Road, Narasimhaiah Garden, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_175,60 Feet Road / 5th Main Chamrajpet Zone,Vijayanagara,BTP214 - 5th Main Chamrajpet Junction,"60 Feet Road, Prasanthnagar Circle, Vijaya Nagar North, Bengaluru, Karnataka. Pin-560079 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_494,Airport City Avenue / Devanahalli Airport Zone,Devanahalli Airport,No Junction,"Airport City Avenue, Yerthiganahalli, Bengaluru, Karnataka. Pin-562157 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_495,Kodigehalli Road / Kodigehalli Zone,Kodigehalli,No Junction,"Kodigehalli Road, Sri Chigaru Marappa Circle, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_178,Hennur Main Road / Banaswadi Zone,Banaswadi,No Junction,"Sri Vinayaka Temple Main Road, Sait Palya, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_180,3rd Main Road / Magadi Road Zone,Magadi Road,No Junction,"3rd Main Road, Gopalan Residency, KP Agrahara, Bengaluru, Karnataka. Pin-560023 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_181,Forest Region Road / Jalahalli Zone,Jalahalli,No Junction,"Forest Region Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_182,Horamavu Main Road / Hennuru Zone,Hennuru,No Junction,"Horamavu Main Road, Sycon Cressida, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_183,Siddhapura Road / Siddapura Zone,Wilson Garden,BTP122 - Siddapura Junction,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_184,Amrita College Road / Bellandur Zone,Bellandur,No Junction,"Amrita College Road, Bhuvi Colony, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_496,Pipeline Road / Chikkabanavara Zone,Chikkabanavara,No Junction,"Pipeline Road, Josy Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_476,2nd Main Road / Yelahanka Zone,Yelahanka,No Junction,"2nd Main Road, Venkatachala Layout, Palanahalli, Bengaluru, Karnataka. Pin-560064 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_478,Hesaraghatta Main Road / Chikkabanavara Zone,Chikkabanavara,No Junction,"Hesaraghatta Main Road, Janapriya Nivas, Chikkasandra, Bengaluru, Karnataka. Pin-560090 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_479,Bannerghatta Main Road / GD Mara Zone,Mico Layout,BTP130 - GD Mara Junction,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_480,Gayatri Bhavan Road / Banashankari Zone,Banashankari,No Junction,"Gayatri Bhavan Road, Byrappa Block, Thyagarajanagar, Bengaluru, Karnataka. Pin-560070 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_481,Railway Station Road / Yeshwanthpura Zone,Yeshwanthpura,No Junction,"Railway Station Road, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_482,Whitefield Main Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Main Road, Chaithanya Samarpan, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_483,3rd Main Road / Peenya Zone,Peenya,No Junction,"3rd Main Road, Chakkasandra, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_484,TC Palya Main Road / K.R. Pura Zone,K.R. Pura,No Junction,"TC Palya Main Road, Lake Vihar 2, TC Palya, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_485,Amruth Nagar Main Road / Thalagattapura Zone,Thalagattapura,No Junction,"Amruth Nagar Main Road, Silver Oak Plantation Junction, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_486,Hennur Main Road / Hennuru Zone,Hennuru,No Junction,"Hennur Main Road, K Narayanpura Cross, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_487,MBT Road / Hennuru Zone,Hennuru,No Junction,"MBT Road, SLV Spring Field Apartment, MSR North City, Nagavara, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_488,Outer Ring Road / Kodigehalli Zone,Kodigehalli,No Junction,"Outer Ring Road, Abdul Jabbar Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_489,Doddabommasandra Main Road / Jalahalli Zone,Jalahalli,No Junction,"Doddabommasandra Main Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_490,Hennur Main Road / Banaswadi Zone,Banaswadi,No Junction,"Hennur Main Road, Hennuru Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_507,Whitefield Road / Mahadevapura Zone,Mahadevapura,No Junction,"Whitefield Road, Bhoruka Tech Park, Mahadevapura Industrial Area, Mahadevapura, Bengaluru, Karnataka. Pin-560048 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_519,Ramesh Nagar Main Road / HAL Old Airport Zone,HAL Old Airport,No Junction,"Ramesh Nagar Main Road, HAL Industrial Area, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_509,Rachenahalli Main Road / Hennuru Zone,Hennuru,No Junction,"Rachenahalli Main Road, R & S Riviera Apartment, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_510,TC Palya Main Road / Banaswadi Zone,Banaswadi,No Junction,"TC Palya Main Road, Raghavendra Circle, Ramamurthi Nagar, Bengaluru, Karnataka. Pin-560016 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_511,Basavanapura Road / K.R. Pura Zone,K.R. Pura,No Junction,"Basavanapura Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_512,10th Main Road / High ground Zone,High ground,No Junction,"10th Main Road, Valliappa Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_529,State Bank of India Road / Cubbon Park Zone,Cubbon Park,No Junction,"State Bank of India Road, Saint Marks Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_530,1st Main Road / Kodigehalli Zone,Kodigehalli,No Junction,"1st Main Road, Judicial Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_531,Devarabisanahalli Road / Bellandur Zone,Bellandur,No Junction,"Devarabisanahalli Road, Orchid Lakeview, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_532,Mumbai Bengaluru Highway / No Police Station Zone,No Police Station,No Junction,"Mumbai Bengaluru Highway, Alur Village, Bengaluru, Karnataka. Pin-562162 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_533,Hennur Main Road / Hennuru Zone,Hennuru,No Junction,"Hennur Main Road, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",0.7,31.8,Low,No Dedicated Deployment,0,11:00 AM - 05:00 PM (Midday Traffic Focus)
ZONE_534,Unnamed Road / Hulimavu Zone,Hulimavu,No Junction,"Unnamed Road, VVS Layout, Begur, Bengaluru, Karnataka. Pin-560068 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
ZONE_535,100 Feet Road / Peenya Zone,Peenya,No Junction,"100 Feet Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 AM - 11:00 AM (Morning Peak Focus)
ZONE_536,4th Main Road / Prasanna Zone,Magadi Road,BTP071 - Prasanna Junction,"4th Main Road, Rajajinagar IT Park, Industrial Estate, Rajaji Nagar, Bengaluru, Karnataka. Pin-560044 (India)",0.7,31.8,Low,No Dedicated Deployment,0,08:00 PM - 08:00 AM (Night Monitoring Focus)
